time	V(n002)
9.614479999999999e+001	2.963336e+000
9.620000000000000e+001	2.967945e+000
9.622400000000012e+001	2.970139e+000
9.625600000000027e+001	2.972503e+000
9.630000000000000e+001	2.975157e+000
9.631920000000008e+001	2.976111e+000
9.634480000000021e+001	2.977633e+000
9.640000000000001e+001	2.981390e+000
9.645599999999371e+001	2.986334e+000
9.650000000000000e+001	2.990597e+000
9.651919999999784e+001	2.992172e+000
9.654479999999496e+001	2.993367e+000
9.659599999998920e+001	2.994245e+000
9.659999999999999e+001	2.994217e+000
9.662400000006474e+001	2.993524e+000
9.665600000015107e+001	2.992397e+000
9.670000000000000e+001	2.990633e+000
9.680000000000000e+001	2.985735e+000
9.682399999844607e+001	2.984332e+000
9.685599999637417e+001	2.982154e+000
9.690000000000001e+001	2.978835e+000
9.700000000000000e+001	2.970703e+000
9.702400003729423e+001	2.969278e+000
9.705600008701987e+001	2.968229e+000
9.709999999999999e+001	2.967689e+000
9.711920002983537e+001	2.967860e+000
9.714480006961588e+001	2.967924e+000
9.720000000000000e+001	2.967750e+000
9.730000000000000e+001	2.966364e+000
9.731919928395084e+001	2.966307e+000
9.734479832921863e+001	2.966815e+000
9.740000000000001e+001	2.969024e+000
9.750000000000000e+001	2.975056e+000
9.754484009875289e+001	2.977162e+000
9.759999999999999e+001	2.979225e+000
9.765479703741326e+001	2.981041e+000
9.770000000000000e+001	2.982706e+000
9.774383762993061e+001	2.984282e+000
9.780000000000000e+001	2.986054e+000
9.783000000000000e+001	2.986450e+000
9.787000000000001e+001	2.986303e+000
9.790000000000001e+001	2.985822e+000
9.795600000000000e+001	2.983980e+000
9.800000000000000e+001	2.982368e+000
9.804480000000000e+001	2.980770e+000
9.809999999999999e+001	2.979038e+000
9.812400000000002e+001	2.978270e+000
9.815600000000006e+001	2.977053e+000
9.820000000000000e+001	2.975174e+000
9.824480000000006e+001	2.973361e+000
9.830000000000000e+001	2.971611e+000
9.832399999999926e+001	2.971165e+000
9.835599999999828e+001	2.970818e+000
9.840000000000001e+001	2.970603e+000
9.850000000000000e+001	2.970809e+000
9.852400000001768e+001	2.970994e+000
9.855600000004125e+001	2.971505e+000
9.860640000000471e+001	2.972696e+000
9.864480000003300e+001	2.974137e+000
9.870000000000000e+001	2.976567e+000
9.872399999957575e+001	2.977599e+000
9.875599999901009e+001	2.978654e+000
9.880000000000000e+001	2.979765e+000
9.884479999920806e+001	2.980686e+000
9.890000000000001e+001	2.982113e+000
9.892400001018206e+001	2.982748e+000
9.895600002375812e+001	2.983420e+000
9.900000000000000e+001	2.984158e+000
9.901920000814563e+001	2.984306e+000
9.904480001900649e+001	2.984342e+000
9.909999999999999e+001	2.984112e+000
9.912399975563076e+001	2.983712e+000
9.915599942980512e+001	2.982941e+000
9.920000000000000e+001	2.981627e+000
9.930000000000000e+001	2.978009e+000
9.935601368467688e+001	2.976245e+000
9.940000000000001e+001	2.975023e+000
9.950000000000000e+001	2.972421e+000
9.952385924332344e+001	2.971912e+000
9.955567156775470e+001	2.971488e+000
9.959999999999999e+001	2.971170e+000
9.961908739465875e+001	2.971271e+000
9.964453725420376e+001	2.971608e+000
9.970000000000000e+001	2.972738e+000
9.972737816023742e+001	2.973421e+000
9.976388237388731e+001	2.974134e+000
9.980000000000000e+001	2.974692e+000
9.990000000000001e+001	2.976117e+000
9.994088471928789e+001	2.976998e+000
1.000000000000000e+002	2.978594e+000
1.000280352360831e+002	2.979346e+000
1.000654155508606e+002	2.980138e+000
1.001000000000000e+002	2.980725e+000
1.002000000000000e+002	2.981763e+000
1.002418659525508e+002	2.981966e+000
1.003095693605830e+002	2.981931e+000
1.004000000000000e+002	2.981158e+000
1.004535884192650e+002	2.980195e+000
1.005000000000000e+002	2.979105e+000
1.005428707354120e+002	2.978022e+000
1.005918658615972e+002	2.976998e+000
1.006898561139675e+002	2.975368e+000
1.008000000000000e+002	2.973946e+000
1.008300000000000e+002	2.973833e+000
1.008700000000000e+002	2.973946e+000
1.009000000000000e+002	2.974177e+000
1.010000000000000e+002	2.975245e+000
1.010285714285714e+002	2.975550e+000
1.010571428571429e+002	2.975900e+000
1.010857142857143e+002	2.976298e+000
1.011142857142857e+002	2.976742e+000
1.011428571428571e+002	2.977233e+000
1.011714285714286e+002	2.977770e+000
1.012000000000000e+002	2.978354e+000
1.013000000000000e+002	2.980105e+000
1.013559999999983e+002	2.980624e+000
1.014000000000000e+002	2.980817e+000
1.014447999999986e+002	2.980978e+000
1.015000000000000e+002	2.981369e+000
1.015560000000413e+002	2.981664e+000
1.016064000000047e+002	2.981678e+000
1.016960000000707e+002	2.981009e+000
1.017000000000000e+002	2.980967e+000
1.017428571428572e+002	2.980544e+000
1.017857142857143e+002	2.980160e+000
1.018285714285714e+002	2.979815e+000
1.018714285714286e+002	2.979511e+000
1.019142857142857e+002	2.979246e+000
1.019571428571429e+002	2.979020e+000
1.020000000000000e+002	2.978834e+000
1.020700000000000e+002	2.978884e+000
1.021000000000000e+002	2.979018e+000
1.021285714285714e+002	2.979195e+000
1.021571428571429e+002	2.979361e+000
1.021857142857143e+002	2.979514e+000
1.022142857142857e+002	2.979656e+000
1.022428571428571e+002	2.979786e+000
1.022714285714286e+002	2.979904e+000
1.023000000000000e+002	2.980011e+000
1.023700000000000e+002	2.980507e+000
1.024000000000000e+002	2.980809e+000
1.024560000000000e+002	2.981203e+000
1.025000000000000e+002	2.981309e+000
1.027000000000000e+002	2.981129e+000
1.027560000000003e+002	2.980895e+000
1.028000000000000e+002	2.980565e+000
1.029000000000000e+002	2.979714e+000
1.029239999999973e+002	2.979409e+000
1.029559999999937e+002	2.978752e+000
1.030000000000000e+002	2.977583e+000
1.030191999999978e+002	2.977058e+000
1.030447999999950e+002	2.976635e+000
1.031000000000000e+002	2.976254e+000
1.031560000001511e+002	2.976721e+000
1.032000000000000e+002	2.977211e+000
1.032565714286084e+002	2.977836e+000
1.033131428572169e+002	2.978387e+000
1.033697142858253e+002	2.978864e+000
1.034262857144337e+002	2.979266e+000
1.034828571430421e+002	2.979594e+000
1.035394285716506e+002	2.979848e+000
1.035960000002590e+002	2.980028e+000
1.037000000000000e+002	2.980339e+000
1.037559999963746e+002	2.980245e+000
1.038000000000000e+002	2.980012e+000
1.038447999970997e+002	2.979825e+000
1.039000000000000e+002	2.979838e+000
1.039560000870105e+002	2.979833e+000
1.040000000000000e+002	2.979662e+000
1.040571428571429e+002	2.979340e+000
1.041142857142857e+002	2.979055e+000
1.041714285714286e+002	2.978807e+000
1.042285714285714e+002	2.978597e+000
1.042857142857143e+002	2.978424e+000
1.043428571428571e+002	2.978289e+000
1.044000000000000e+002	2.978191e+000
1.044239991050348e+002	2.978251e+000
1.044559979117479e+002	2.978517e+000
1.045000000000000e+002	2.979078e+000
1.045447983293983e+002	2.979672e+000
1.046000000000000e+002	2.980101e+000
1.046240214791643e+002	2.980024e+000
1.046560501180501e+002	2.979641e+000
1.047000000000000e+002	2.978821e+000
1.047192171833315e+002	2.978425e+000
1.047448400944401e+002	2.978160e+000
1.048000000000000e+002	2.978089e+000
1.048547971667973e+002	2.978391e+000
1.049000000000000e+002	2.978439e+000
1.049438377334379e+002	2.978475e+000
1.050000000000000e+002	2.978738e+000
1.050300000000000e+002	2.978882e+000
1.051000000000000e+002	2.978890e+000
1.052000000000000e+002	2.978543e+000
1.052448000000000e+002	2.978568e+000
1.053000000000000e+002	2.978810e+000
1.053285714285714e+002	2.979006e+000
1.053571428571429e+002	2.979189e+000
1.053857142857143e+002	2.979359e+000
1.054142857142857e+002	2.979516e+000
1.054428571428571e+002	2.979660e+000
1.054714285714286e+002	2.979791e+000
1.055000000000000e+002	2.979909e+000
1.055700000000000e+002	2.979847e+000
1.056000000000000e+002	2.979709e+000
1.057000000000000e+002	2.979116e+000
1.057448000000000e+002	2.979059e+000
1.058000000000000e+002	2.979211e+000
1.058571428571429e+002	2.979504e+000
1.059142857142857e+002	2.979762e+000
1.059714285714286e+002	2.979986e+000
1.060285714285714e+002	2.980176e+000
1.060857142857143e+002	2.980333e+000
1.061428571428571e+002	2.980455e+000
1.062000000000000e+002	2.980543e+000
1.062700000000000e+002	2.980343e+000
1.063000000000000e+002	2.980153e+000
1.063742857142857e+002	2.979653e+000
1.064485714285714e+002	2.979222e+000
1.065228571428571e+002	2.978861e+000
1.065971428571428e+002	2.978570e+000
1.066714285714286e+002	2.978349e+000
1.067457142857143e+002	2.978198e+000
1.068200000000000e+002	2.978116e+000
1.069000000000000e+002	2.978013e+000
1.069700000000000e+002	2.978242e+000
1.070000000000000e+002	2.978444e+000
1.070560000000000e+002	2.978686e+000
1.071000000000000e+002	2.978686e+000
1.071448000000000e+002	2.978691e+000
1.072000000000000e+002	2.978911e+000
1.072285714285714e+002	2.979098e+000
1.072571428571429e+002	2.979272e+000
1.072857142857143e+002	2.979434e+000
1.073142857142857e+002	2.979583e+000
1.073428571428571e+002	2.979721e+000
1.073714285714286e+002	2.979845e+000
1.074000000000000e+002	2.979958e+000
1.074700000000000e+002	2.979886e+000
1.075000000000000e+002	2.979744e+000
1.075571428571429e+002	2.979407e+000
1.076142857142857e+002	2.979110e+000
1.076714285714286e+002	2.978852e+000
1.077285714285714e+002	2.978633e+000
1.077857142857143e+002	2.978453e+000
1.078428571428571e+002	2.978312e+000
1.079000000000000e+002	2.978211e+000
1.079300000000000e+002	2.978313e+000
1.079700000000000e+002	2.978687e+000
1.080000000000000e+002	2.979096e+000
1.080240000000000e+002	2.979408e+000
1.080560000000000e+002	2.979591e+000
1.081000000000000e+002	2.979599e+000
1.082000000000000e+002	2.979038e+000
1.082560000000003e+002	2.979011e+000
1.083000000000000e+002	2.979159e+000
1.083285714285714e+002	2.979323e+000
1.083571428571429e+002	2.979477e+000
1.083857142857143e+002	2.979620e+000
1.084142857142857e+002	2.979751e+000
1.084428571428571e+002	2.979872e+000
1.084714285714286e+002	2.979982e+000
1.085000000000000e+002	2.980080e+000
1.085559999999937e+002	2.980440e+000
1.086000000000000e+002	2.980856e+000
1.086447999999950e+002	2.981194e+000
1.087000000000000e+002	2.981344e+000
1.087240000000648e+002	2.981168e+000
1.087560000001513e+002	2.980665e+000
1.088000000000000e+002	2.979691e+000
1.088192000000519e+002	2.979239e+000
1.088448000001210e+002	2.978905e+000
1.089000000000000e+002	2.978698e+000
1.090000000000000e+002	2.979376e+000
1.090447999970957e+002	2.979463e+000
1.091000000000000e+002	2.979341e+000
1.092000000000000e+002	2.978858e+000
1.092448000697038e+002	2.978838e+000
1.093000000000000e+002	2.979031e+000
1.093285714285714e+002	2.979207e+000
1.093571428571429e+002	2.979371e+000
1.093857142857143e+002	2.979523e+000
1.094142857142857e+002	2.979664e+000
1.094428571428571e+002	2.979793e+000
1.094714285714286e+002	2.979911e+000
1.095000000000000e+002	2.980017e+000
1.095700000000000e+002	2.979932e+000
1.096000000000000e+002	2.979785e+000
1.097000000000000e+002	2.979169e+000
1.097448000000000e+002	2.979104e+000
1.098000000000000e+002	2.979248e+000
1.099000000000000e+002	2.979762e+000
1.099448000000001e+002	2.979792e+000
1.100000000000000e+002	2.979610e+000
1.100571428571429e+002	2.979296e+000
1.101142857142857e+002	2.979019e+000
1.101714285714286e+002	2.978778e+000
1.102285714285714e+002	2.978573e+000
1.102857142857143e+002	2.978405e+000
1.103428571428571e+002	2.978274e+000
1.104000000000000e+002	2.978179e+000
1.104700000000000e+002	2.978372e+000
1.105000000000000e+002	2.978560e+000
1.105571428571429e+002	2.978961e+000
1.106142857142857e+002	2.979316e+000
1.106714285714286e+002	2.979624e+000
1.107285714285714e+002	2.979885e+000
1.107857142857143e+002	2.980100e+000
1.108428571428571e+002	2.980268e+000
1.109000000000000e+002	2.980389e+000
1.109700000000000e+002	2.980802e+000
1.110000000000000e+002	2.981073e+000
1.111000000000000e+002	2.982007e+000
1.111448000000000e+002	2.982178e+000
1.112000000000000e+002	2.982149e+000
1.112240000000001e+002	2.981908e+000
1.112560000000003e+002	2.981327e+000
1.113000000000000e+002	2.980254e+000
1.113192000000001e+002	2.979733e+000
1.113448000000002e+002	2.979244e+000
1.114000000000000e+002	2.978581e+000
1.115000000000000e+002	2.978327e+000
1.115447999999950e+002	2.978383e+000
1.116000000000000e+002	2.978659e+000
1.116571428571429e+002	2.979044e+000
1.117142857142857e+002	2.979384e+000
1.117714285714286e+002	2.979679e+000
1.118285714285714e+002	2.979929e+000
1.118857142857143e+002	2.980135e+000
1.119428571428571e+002	2.980296e+000
1.120000000000000e+002	2.980412e+000
1.120700000000000e+002	2.980241e+000
1.121000000000000e+002	2.980062e+000
1.122000000000000e+002	2.979362e+000
1.122448000000000e+002	2.979270e+000
1.123000000000000e+002	2.979384e+000
1.124000000000000e+002	2.979856e+000
1.124448000000001e+002	2.979873e+000
1.125000000000000e+002	2.979676e+000
1.126000000000000e+002	2.979093e+000
1.126447999999986e+002	2.979039e+000
1.127000000000000e+002	2.979195e+000
1.127560000000415e+002	2.979304e+000
1.128000000000000e+002	2.979212e+000
1.129000000000000e+002	2.978768e+000
1.129559999990053e+002	2.978788e+000
1.130000000000000e+002	2.978970e+000
1.130285714285714e+002	2.979152e+000
1.130571428571429e+002	2.979321e+000
1.130857142857143e+002	2.979479e+000
1.131142857142857e+002	2.979624e+000
1.131428571428571e+002	2.979758e+000
1.131714285714286e+002	2.979879e+000
1.132000000000000e+002	2.979988e+000
1.132560000238727e+002	2.979957e+000
1.133000000000000e+002	2.979767e+000
1.133448000190982e+002	2.979616e+000
1.134000000000000e+002	2.979667e+000
1.136000000000000e+002	2.980327e+000
1.136700000000000e+002	2.980175e+000
1.137000000000000e+002	2.980002e+000
1.137560000000000e+002	2.979803e+000
1.138000000000000e+002	2.979833e+000
1.138192000000000e+002	2.979812e+000
1.138448000000000e+002	2.979570e+000
1.139000000000000e+002	2.978639e+000
1.139240000000001e+002	2.978146e+000
1.139560000000003e+002	2.977742e+000
1.140000000000000e+002	2.977456e+000
1.140448000000002e+002	2.977638e+000
1.141079999999991e+002	2.978140e+000
1.142000000000000e+002	2.979436e+000
1.142191999999978e+002	2.979681e+000
1.142447999999948e+002	2.979836e+000
1.143000000000000e+002	2.979840e+000
1.144000000000000e+002	2.979208e+000
1.144448000001247e+002	2.979137e+000
1.145000000000000e+002	2.979275e+000
1.145559999962596e+002	2.979370e+000
1.146000000000000e+002	2.979268e+000
1.146447999970077e+002	2.979189e+000
1.147080000128243e+002	2.979373e+000
1.148000000000000e+002	2.980323e+000
1.148192000307784e+002	2.980510e+000
1.148448000718163e+002	2.980595e+000
1.149000000000000e+002	2.980461e+000
1.149559978455110e+002	2.979570e+000
1.150000000000000e+002	2.978617e+000
1.150191992613181e+002	2.978203e+000
1.150447982764088e+002	2.977844e+000
1.151000000000000e+002	2.977436e+000
1.154000000000000e+002	2.977633e+000
1.154700000000000e+002	2.977945e+000
1.155000000000000e+002	2.978178e+000
1.155285714285714e+002	2.978431e+000
1.155571428571429e+002	2.978668e+000
1.155857142857143e+002	2.978888e+000
1.156142857142857e+002	2.979091e+000
1.156428571428571e+002	2.979277e+000
1.156714285714286e+002	2.979447e+000
1.157000000000000e+002	2.979600e+000
1.157700000000000e+002	2.979606e+000
1.158000000000000e+002	2.979493e+000
1.160000000000000e+002	2.978593e+000
1.160700000000000e+002	2.978696e+000
1.161000000000000e+002	2.978849e+000
1.162000000000000e+002	2.979483e+000
1.162448000000000e+002	2.979553e+000
1.163000000000000e+002	2.979415e+000
1.163560000000001e+002	2.979321e+000
1.164000000000000e+002	2.979423e+000
1.164448000000001e+002	2.979502e+000
1.165000000000000e+002	2.979373e+000
1.167000000000000e+002	2.978534e+000
1.167700000000000e+002	2.978650e+000
1.168000000000000e+002	2.978808e+000
1.169000000000000e+002	2.979454e+000
1.169448000000000e+002	2.979529e+000
1.170000000000000e+002	2.979395e+000
1.170560000000001e+002	2.979304e+000
1.171064000000000e+002	2.979449e+000
1.172000000000000e+002	2.980385e+000
1.172559999999985e+002	2.980854e+000
1.173063999999998e+002	2.981005e+000
1.173447999999988e+002	2.980862e+000
1.174000000000000e+002	2.980485e+000
1.174560000000367e+002	2.980201e+000
1.175000000000000e+002	2.980171e+000
1.175192000000126e+002	2.980128e+000
1.175448000000293e+002	2.979859e+000
1.176000000000000e+002	2.978875e+000
1.176239999996227e+002	2.978412e+000
1.176559999991197e+002	2.978140e+000
1.177000000000000e+002	2.978133e+000
1.178000000000000e+002	2.978982e+000
1.178560000211270e+002	2.979536e+000
1.179000000000000e+002	2.980088e+000
1.179448000169016e+002	2.980536e+000
1.180000000000000e+002	2.980807e+000
1.185000000000000e+002	2.980932e+000
1.185700000000000e+002	2.980648e+000
1.186000000000000e+002	2.980425e+000
1.187000000000000e+002	2.979617e+000
1.187448000000000e+002	2.979487e+000
1.188000000000000e+002	2.979562e+000
1.188560000000001e+002	2.979606e+000
1.189000000000000e+002	2.979469e+000
1.191000000000000e+002	2.978580e+000
1.191559999999983e+002	2.978633e+000
1.192000000000000e+002	2.978838e+000
1.193000000000000e+002	2.979475e+000
1.193560000000413e+002	2.979942e+000
1.194000000000000e+002	2.980433e+000
1.194448000000330e+002	2.980831e+000
1.195000000000000e+002	2.981048e+000
1.197000000000000e+002	2.981001e+000
1.197700000000000e+002	2.980702e+000
1.198000000000000e+002	2.980474e+000
1.198285714285714e+002	2.980224e+000
1.198571428571429e+002	2.979991e+000
1.198857142857143e+002	2.979774e+000
1.199142857142857e+002	2.979573e+000
1.199428571428571e+002	2.979390e+000
1.199714285714286e+002	2.979222e+000
1.200000000000000e+002	2.979072e+000
1.200700000000000e+002	2.979070e+000
1.201000000000000e+002	2.979185e+000
1.201560000000000e+002	2.979295e+000
1.202000000000000e+002	2.979205e+000
1.202448000000000e+002	2.979135e+000
1.203000000000000e+002	2.979273e+000
1.203560000000001e+002	2.979369e+000
1.204000000000000e+002	2.979267e+000
1.204448000000001e+002	2.979187e+000
1.205000000000000e+002	2.979317e+000
1.205559999999983e+002	2.979404e+000
1.206000000000000e+002	2.979297e+000
1.206447999999986e+002	2.979214e+000
1.207000000000000e+002	2.979338e+000
1.207560000000415e+002	2.979422e+000
1.208000000000000e+002	2.979312e+000
1.208448000000332e+002	2.979226e+000
1.209000000000000e+002	2.979349e+000
1.209559999990053e+002	2.979430e+000
1.210000000000000e+002	2.979319e+000
1.211000000000000e+002	2.978843e+000
1.211560000238725e+002	2.978850e+000
1.212000000000000e+002	2.979022e+000
1.213000000000000e+002	2.979604e+000
1.213559994270596e+002	2.979640e+000
1.214000000000000e+002	2.979498e+000
1.215000000000000e+002	2.978968e+000
1.215560137505698e+002	2.978953e+000
1.216000000000000e+002	2.979110e+000
1.216448110004558e+002	2.979234e+000
1.217000000000000e+002	2.979154e+000
1.217556699863255e+002	2.979105e+000
1.218000000000000e+002	2.979240e+000
1.220000000000000e+002	2.980120e+000
1.220639203281878e+002	2.980037e+000
1.221000000000000e+002	2.979858e+000
1.221511362625503e+002	2.979688e+000
1.222000000000000e+002	2.979731e+000
1.222409090100402e+002	2.979775e+000
1.223000000000000e+002	2.979588e+000
1.223654544160643e+002	2.979469e+000
1.224074805046931e+002	2.979590e+000
1.225000000000000e+002	2.980481e+000
1.225179532112634e+002	2.981148e+000
1.225418908262812e+002	2.982979e+000
1.225897660563168e+002	2.988327e+000
1.226000000000000e+002	2.989769e+000
1.226287251380214e+002	2.993516e+000
1.226670253220499e+002	2.996963e+000
1.227000000000000e+002	2.998945e+000
1.227229801104171e+002	2.999367e+000
1.227536202576399e+002	2.999512e+000
1.228000000000000e+002	2.999239e+000
1.228183840883337e+002	2.999133e+000
1.228428962061119e+002	2.999536e+000
1.228919204416684e+002	3.001288e+000
1.229000000000000e+002	3.001706e+000
1.229098048471113e+002	3.002037e+000
1.229294145413339e+002	3.002077e+000
1.229686339297791e+002	3.000205e+000
1.230000000000000e+002	2.997319e+000
1.230549071438233e+002	2.990340e+000
1.231000000000000e+002	2.985115e+000
1.231188253064537e+002	2.983293e+000
1.231439257150586e+002	2.981281e+000
1.232000000000000e+002	2.977649e+000
1.232300000000000e+002	2.976009e+000
1.232700000000000e+002	2.973410e+000
1.233000000000000e+002	2.971235e+000
1.233240000000000e+002	2.969475e+000
1.233560000000000e+002	2.967445e+000
1.234000000000000e+002	2.964987e+000
1.234192000000000e+002	2.964453e+000
1.234448000000000e+002	2.964525e+000
1.235000000000000e+002	2.966176e+000
1.236000000000000e+002	2.973120e+000
1.236192000000000e+002	2.974344e+000
1.236448000000001e+002	2.975543e+000
1.237000000000000e+002	2.977308e+000
1.237239999999994e+002	2.977990e+000
1.237559999999985e+002	2.979584e+000
1.238000000000000e+002	2.982502e+000
1.238447999999988e+002	2.985999e+000
1.239000000000000e+002	2.989786e+000
1.239240000000157e+002	2.990759e+000
1.239560000000367e+002	2.991166e+000
1.240000000000000e+002	2.990780e+000
1.240192000000126e+002	2.990204e+000
1.240448000000293e+002	2.989647e+000
1.241000000000000e+002	2.988849e+000
1.241239999996227e+002	2.988636e+000
1.241559999991197e+002	2.988185e+000
1.242000000000000e+002	2.987390e+000
1.242191999996982e+002	2.986688e+000
1.242447999992958e+002	2.985185e+000
1.243000000000000e+002	2.980861e+000
1.243240000090544e+002	2.978684e+000
1.243560000211270e+002	2.976342e+000
1.244000000000000e+002	2.973715e+000
1.244448000169016e+002	2.972112e+000
1.245000000000000e+002	2.970591e+000
1.246000000000000e+002	2.968352e+000
1.246191998261551e+002	2.968008e+000
1.246447995943620e+002	2.967807e+000
1.247000000000000e+002	2.967861e+000
1.247240052153460e+002	2.968525e+000
1.247560121691406e+002	2.970098e+000
1.248000000000000e+002	2.972989e+000
1.248192041722768e+002	2.974462e+000
1.248448097353125e+002	2.976038e+000
1.249000000000000e+002	2.978695e+000
1.249557079406260e+002	2.980636e+000
1.250190998653575e+002	2.983143e+000
1.251000000000000e+002	2.986816e+000
1.251270040392750e+002	2.987720e+000
1.251630094249751e+002	2.988257e+000
1.252000000000000e+002	2.988296e+000
1.253000000000000e+002	2.986548e+000
1.254000000000000e+002	2.984868e+000
1.254276521362176e+002	2.984254e+000
1.254645216511745e+002	2.983059e+000
1.255000000000000e+002	2.981639e+000
1.256000000000000e+002	2.977050e+000
1.256412938567516e+002	2.975535e+000
1.257000000000000e+002	2.973893e+000
1.257283157874869e+002	2.973414e+000
1.258000000000000e+002	2.972658e+000
1.259000000000000e+002	2.972246e+000
1.259181221039916e+002	2.972300e+000
1.259422849093137e+002	2.972623e+000
1.260000000000000e+002	2.974003e+000
1.260289953663865e+002	2.975188e+000
1.261000000000000e+002	2.978600e+000
1.261231962931092e+002	2.979695e+000
1.261541246839215e+002	2.980835e+000
1.262000000000000e+002	2.982157e+000
1.263000000000000e+002	2.983733e+000
1.263296912551798e+002	2.984019e+000
1.264000000000000e+002	2.984320e+000
1.264237530041439e+002	2.984214e+000
1.264554236763357e+002	2.983895e+000
1.265000000000000e+002	2.983254e+000
1.265443389410685e+002	2.982465e+000
1.265950120165754e+002	2.981724e+000
1.267000000000000e+002	2.980425e+000
1.267299279005476e+002	2.979936e+000
1.267698317679444e+002	2.978974e+000
1.268000000000000e+002	2.978075e+000
1.269000000000000e+002	2.974556e+000
1.269191538563505e+002	2.974051e+000
1.269446923314844e+002	2.973723e+000
1.270000000000000e+002	2.973680e+000
1.270592300554680e+002	2.974429e+000
1.272000000000000e+002	2.975754e+000
1.272300000000000e+002	2.976099e+000
1.273000000000000e+002	2.977377e+000
1.273560000000000e+002	2.978574e+000
1.274200000000000e+002	2.979665e+000
1.275200000000000e+002	2.981009e+000
1.276000000000000e+002	2.981865e+000
1.276300000000000e+002	2.982019e+000
1.277000000000000e+002	2.982045e+000
1.277240000000000e+002	2.981812e+000
1.277560000000000e+002	2.981242e+000
1.278000000000000e+002	2.980182e+000
1.278448000000000e+002	2.978899e+000
1.279000000000000e+002	2.977509e+000
1.279240000000001e+002	2.977107e+000
1.279560000000003e+002	2.976812e+000
1.280000000000000e+002	2.976665e+000
1.280192000000001e+002	2.976672e+000
1.280448000000002e+002	2.976536e+000
1.281000000000000e+002	2.975965e+000
1.281239999999972e+002	2.975687e+000
1.281559999999935e+002	2.975543e+000
1.282000000000000e+002	2.975585e+000
1.283000000000000e+002	2.976231e+000
1.283240000000670e+002	2.976255e+000
1.283560000001563e+002	2.976091e+000
1.284000000000000e+002	2.975658e+000
1.284192000000536e+002	2.975468e+000
1.284448000001250e+002	2.975453e+000
1.285000000000000e+002	2.975877e+000
1.286000000000000e+002	2.977915e+000
1.286447999970000e+002	2.978677e+000
1.287000000000000e+002	2.979287e+000
1.288000000000000e+002	2.979789e+000
1.288448000719995e+002	2.980099e+000
1.289000000000000e+002	2.980651e+000
1.289239990742921e+002	2.980837e+000
1.289559978400150e+002	2.980870e+000
1.290000000000000e+002	2.980686e+000
1.290447982720120e+002	2.980402e+000
1.291000000000000e+002	2.980309e+000
1.291560518396404e+002	2.980221e+000
1.292000000000000e+002	2.979992e+000
1.292448414717123e+002	2.979382e+000
1.293000000000000e+002	2.978292e+000
1.293234667922707e+002	2.977834e+000
1.293547558486317e+002	2.977468e+000
1.294000000000000e+002	2.977212e+000
1.295000000000000e+002	2.977369e+000
1.295700000000000e+002	2.977739e+000
1.296000000000000e+002	2.977993e+000
1.296742857142857e+002	2.978606e+000
1.297485714285714e+002	2.979134e+000
1.298228571428571e+002	2.979576e+000
1.298971428571429e+002	2.979933e+000
1.299714285714286e+002	2.980204e+000
1.300457142857143e+002	2.980389e+000
1.301200000000000e+002	2.980489e+000
1.302000000000000e+002	2.980616e+000
1.302300000000000e+002	2.980425e+000
1.302700000000000e+002	2.979820e+000
1.303000000000000e+002	2.979175e+000
1.303240000000000e+002	2.978639e+000
1.303560000000000e+002	2.978183e+000
1.304000000000000e+002	2.977831e+000
1.306960000000000e+002	2.977769e+000
1.310000000000000e+002	2.977746e+000
1.310560000000003e+002	2.977947e+000
1.311000000000000e+002	2.978254e+000
1.311285714285714e+002	2.978502e+000
1.311571428571428e+002	2.978733e+000
1.311857142857143e+002	2.978947e+000
1.312142857142857e+002	2.979145e+000
1.312428571428572e+002	2.979326e+000
1.312714285714286e+002	2.979491e+000
1.313000000000000e+002	2.979640e+000
1.313559999999939e+002	2.979670e+000
1.314000000000000e+002	2.979523e+000
1.314191999999979e+002	2.979469e+000
1.314447999999951e+002	2.979549e+000
1.315000000000000e+002	2.980007e+000
1.315240000000627e+002	2.980245e+000
1.315560000001463e+002	2.980340e+000
1.316000000000000e+002	2.980236e+000
1.316448000001170e+002	2.980016e+000
1.317000000000000e+002	2.979995e+000
1.317559999964888e+002	2.979962e+000
1.318000000000000e+002	2.979771e+000
1.319000000000000e+002	2.979159e+000
1.319560000842696e+002	2.979110e+000
1.320000000000000e+002	2.979244e+000
1.320571428571429e+002	2.979530e+000
1.321142857142857e+002	2.979783e+000
1.321714285714286e+002	2.980003e+000
1.322285714285714e+002	2.980190e+000
1.322857142857143e+002	2.980344e+000
1.323428571428572e+002	2.980464e+000
1.324000000000000e+002	2.980551e+000
1.324239991332276e+002	2.980438e+000
1.324559979775310e+002	2.980013e+000
1.325000000000000e+002	2.979136e+000
1.325191993065821e+002	2.978720e+000
1.325447983820248e+002	2.978430e+000
1.326000000000000e+002	2.978310e+000
1.326560485392564e+002	2.978576e+000
1.327000000000000e+002	2.978593e+000
1.328000000000000e+002	2.978335e+000
1.328548350578458e+002	2.978427e+000
1.329000000000000e+002	2.978666e+000
1.329571428571429e+002	2.979049e+000
1.330142857142857e+002	2.979388e+000
1.330714285714286e+002	2.979682e+000
1.331285714285714e+002	2.979932e+000
1.331857142857143e+002	2.980137e+000
1.332428571428572e+002	2.980298e+000
1.333000000000000e+002	2.980415e+000
1.333700000000000e+002	2.980243e+000
1.334000000000000e+002	2.980063e+000
